PART_NM_EN,Age,duration_censoring(day),Survial,Failure
CERAMIC FUSE,OLD,654.000,0.9268,0.0732
CERAMIC FUSE,OLD,666.000,0.9242,0.0758
CERAMIC FUSE,OLD,669.000,0.9217,0.0783
CERAMIC FUSE,OLD,678.000,0.9192,0.0808
CERAMIC FUSE,OLD,684.000,0.9167,0.0833
CERAMIC FUSE,OLD,692.000,0.9116,0.0884
CERAMIC FUSE,OLD,707.000,0.9091,0.0909
CERAMIC FUSE,OLD,733.000,0.9066,0.0934
CERAMIC FUSE,OLD,761.000,0.9040,0.0960
CERAMIC FUSE,OLD,773.000,0.9015,0.0985
CERAMIC FUSE,OLD,786.000,0.8990,0.1010
CERAMIC FUSE,OLD,802.000,0.8965,0.1035
CERAMIC FUSE,OLD,807.000,0.8939,0.1061
CERAMIC FUSE,OLD,814.000,0.8914,0.1086
CERAMIC FUSE,OLD,817.000,0.8889,0.1111
CERAMIC FUSE,OLD,819.000,0.8838,0.1162
CERAMIC FUSE,OLD,824.000,0.8813,0.1187
CERAMIC FUSE,OLD,826.000,0.8788,0.1212
CERAMIC FUSE,OLD,830.000,0.8737,0.1263
CERAMIC FUSE,OLD,832.000,0.8712,0.1288
CERAMIC FUSE,OLD,834.000,0.8687,0.1313
CERAMIC FUSE,OLD,841.000,0.8662,0.1338
CERAMIC FUSE,OLD,844.000,0.8636,0.1364
CERAMIC FUSE,OLD,847.000,0.8611,0.1389
CERAMIC FUSE,OLD,848.000,0.8586,0.1414
CERAMIC FUSE,OLD,851.000,0.8535,0.1465
CERAMIC FUSE,OLD,855.000,0.8510,0.1490
CERAMIC FUSE,OLD,856.000,0.8485,0.1515
CERAMIC FUSE,OLD,858.000,0.8460,0.1540
CERAMIC FUSE,OLD,859.000,0.8434,0.1566
CERAMIC FUSE,OLD,862.000,0.8409,0.1591
CERAMIC FUSE,OLD,866.000,0.8384,0.1616
CERAMIC FUSE,OLD,870.000,0.8333,0.1667
CERAMIC FUSE,OLD,871.000,0.8308,0.1692
CERAMIC FUSE,OLD,872.000,0.8283,0.1717
CERAMIC FUSE,OLD,875.000,0.8258,0.1742
CERAMIC FUSE,OLD,876.000,0.8232,0.1768
CERAMIC FUSE,OLD,878.000,0.8207,0.1793
CERAMIC FUSE,OLD,885.000,0.8182,0.1818
CERAMIC FUSE,OLD,889.000,0.8157,0.1843
CERAMIC FUSE,OLD,892.000,0.8131,0.1869
CERAMIC FUSE,OLD,898.000,0.8106,0.1894
CERAMIC FUSE,OLD,899.000,0.8081,0.1919
CERAMIC FUSE,OLD,901.000,0.8056,0.1944
CERAMIC FUSE,OLD,904.000,0.8030,0.1970
CERAMIC FUSE,OLD,909.000,0.8005,0.1995
CERAMIC FUSE,OLD,913.000,0.7980,0.2020
CERAMIC FUSE,OLD,917.000,0.7955,0.2045
CERAMIC FUSE,OLD,922.000,0.7904,0.2096
CERAMIC FUSE,OLD,923.000,0.7879,0.2121
CERAMIC FUSE,OLD,926.000,0.7828,0.2172
CERAMIC FUSE,OLD,932.000,0.7803,0.2197
CERAMIC FUSE,OLD,937.000,0.7778,0.2222
CERAMIC FUSE,OLD,945.000,0.7753,0.2247
CERAMIC FUSE,OLD,946.000,0.7727,0.2273
CERAMIC FUSE,OLD,956.000,0.7677,0.2323
CERAMIC FUSE,OLD,962.000,0.7652,0.2348
CERAMIC FUSE,OLD,964.000,0.7626,0.2374
CERAMIC FUSE,OLD,969.000,0.7601,0.2399
CERAMIC FUSE,OLD,974.000,0.7601,0.2399
CERAMIC FUSE,결합,0.000,1.0000,0.0000
CERAMIC FUSE,결합,2.000,0.9986,0.0014
CERAMIC FUSE,결합,3.000,0.9971,0.0029
CERAMIC FUSE,결합,4.000,0.9957,0.0043
CERAMIC FUSE,결합,7.000,0.9957,0.0043
CERAMIC FUSE,결합,9.000,0.9943,0.0057
CERAMIC FUSE,결합,11.000,0.9928,0.0072
CERAMIC FUSE,결합,17.000,0.9914,0.0086
CERAMIC FUSE,결합,21.000,0.9899,0.0101
CERAMIC FUSE,결합,29.000,0.9884,0.0116
CERAMIC FUSE,결합,30.000,0.9869,0.0131
CERAMIC FUSE,결합,61.000,0.9854,0.0146
CERAMIC FUSE,결합,91.000,0.9839,0.0161
CERAMIC FUSE,결합,94.000,0.9824,0.0176
CERAMIC FUSE,결합,119.000,0.9808,0.0192
CERAMIC FUSE,결합,132.000,0.9778,0.0222
CERAMIC FUSE,결합,164.000,0.9748,0.0252
CERAMIC FUSE,결합,172.000,0.9733,0.0267
CERAMIC FUSE,결합,189.000,0.9717,0.0283
CERAMIC FUSE,결합,195.000,0.9717,0.0283
CERAMIC FUSE,결합,211.000,0.9701,0.0299
CERAMIC FUSE,결합,245.000,0.9685,0.0315
CERAMIC FUSE,결합,263.000,0.9669,0.0331
CERAMIC FUSE,결합,420.000,0.9669,0.0331
CERAMIC FUSE,결합,534.000,0.9669,0.0331
CERAMIC FUSE,결합,565.000,0.9651,0.0349
CERAMIC FUSE,결합,569.000,0.9633,0.0367
CERAMIC FUSE,결합,587.000,0.9615,0.0385
CERAMIC FUSE,결합,596.000,0.9597,0.0403
CERAMIC FUSE,결합,603.000,0.9578,0.0422
CERAMIC FUSE,결합,628.000,0.9560,0.0440
CERAMIC FUSE,결합,654.000,0.9542,0.0458
CERAMIC FUSE,결합,666.000,0.9524,0.0476
CERAMIC FUSE,결합,669.000,0.9506,0.0494
CERAMIC FUSE,결합,678.000,0.9488,0.0512
CERAMIC FUSE,결합,684.000,0.9470,0.0530
CERAMIC FUSE,결합,692.000,0.9433,0.0567
CERAMIC FUSE,결합,707.000,0.9415,0.0585
CERAMIC FUSE,결합,733.000,0.9397,0.0603
CERAMIC FUSE,결합,761.000,0.9379,0.0621
CERAMIC FUSE,결합,773.000,0.9361,0.0639
CERAMIC FUSE,결합,786.000,0.9343,0.0657
CERAMIC FUSE,결합,802.000,0.9324,0.0676
CERAMIC FUSE,결합,807.000,0.9306,0.0694
CERAMIC FUSE,결합,814.000,0.9288,0.0712
CERAMIC FUSE,결합,817.000,0.9270,0.0730
CERAMIC FUSE,결합,819.000,0.9234,0.0766
CERAMIC FUSE,결합,824.000,0.9216,0.0784
CERAMIC FUSE,결합,826.000,0.9197,0.0803
CERAMIC FUSE,결합,830.000,0.9161,0.0839
CERAMIC FUSE,결합,832.000,0.9143,0.0857
CERAMIC FUSE,결합,834.000,0.9125,0.0875
CERAMIC FUSE,결합,841.000,0.9107,0.0893
CERAMIC FUSE,결합,844.000,0.9089,0.0911
CERAMIC FUSE,결합,847.000,0.9071,0.0929
CERAMIC FUSE,결합,848.000,0.9052,0.0948
CERAMIC FUSE,결합,851.000,0.9016,0.0984
CERAMIC FUSE,결합,855.000,0.8998,0.1002
CERAMIC FUSE,결합,856.000,0.8980,0.1020
CERAMIC FUSE,결합,858.000,0.8962,0.1038
CERAMIC FUSE,결합,859.000,0.8944,0.1056
CERAMIC FUSE,결합,862.000,0.8925,0.1075
CERAMIC FUSE,결합,866.000,0.8907,0.1093
CERAMIC FUSE,결합,870.000,0.8871,0.1129
CERAMIC FUSE,결합,871.000,0.8853,0.1147
CERAMIC FUSE,결합,872.000,0.8835,0.1165
CERAMIC FUSE,결합,875.000,0.8817,0.1183
CERAMIC FUSE,결합,876.000,0.8798,0.1202
CERAMIC FUSE,결합,878.000,0.8780,0.1220
CERAMIC FUSE,결합,885.000,0.8762,0.1238
CERAMIC FUSE,결합,889.000,0.8744,0.1256
CERAMIC FUSE,결합,892.000,0.8726,0.1274
CERAMIC FUSE,결합,898.000,0.8708,0.1292
CERAMIC FUSE,결합,899.000,0.8690,0.1310
CERAMIC FUSE,결합,900.000,0.8690,0.1310
CERAMIC FUSE,결합,901.000,0.8668,0.1332
CERAMIC FUSE,결합,904.000,0.8646,0.1354
CERAMIC FUSE,결합,909.000,0.8624,0.1376
CERAMIC FUSE,결합,913.000,0.8603,0.1397
CERAMIC FUSE,결합,917.000,0.8581,0.1419
CERAMIC FUSE,결합,922.000,0.8537,0.1463
CERAMIC FUSE,결합,923.000,0.8516,0.1484
CERAMIC FUSE,결합,926.000,0.8472,0.1528
CERAMIC FUSE,결합,932.000,0.8451,0.1549
CERAMIC FUSE,결합,937.000,0.8429,0.1571
CERAMIC FUSE,결합,945.000,0.8407,0.1593
CERAMIC FUSE,결합,946.000,0.8385,0.1615
CERAMIC FUSE,결합,956.000,0.8342,0.1658
CERAMIC FUSE,결합,962.000,0.8320,0.1680
CERAMIC FUSE,결합,964.000,0.8299,0.1701
CERAMIC FUSE,결합,969.000,0.8277,0.1723
CERAMIC FUSE,결합,974.000,0.8277,0.1723
CHAIN COUPLING,NEW,0.000,1.0000,0.0000
CHAIN COUPLING,NEW,7.000,1.0000,0.0000
CHAIN COUPLING,NEW,21.000,1.0000,0.0000
CHAIN COUPLING,NEW,195.000,1.0000,0.0000
CHAIN COUPLING,NEW,420.000,1.0000,0.0000
CHAIN COUPLING,NEW,534.000,1.0000,0.0000
CHAIN COUPLING,NEW,900.000,1.0000,0.0000
CHAIN COUPLING,NEW,974.000,1.0000,0.0000
CHAIN COUPLING,OLD,0.000,1.0000,0.0000
CHAIN COUPLING,OLD,974.000,1.0000,0.0000
CHAIN COUPLING,결합,0.000,1.0000,0.0000
CHAIN COUPLING,결합,7.000,1.0000,0.0000
CHAIN COUPLING,결합,21.000,1.0000,0.0000
CHAIN COUPLING,결합,195.000,1.0000,0.0000
CHAIN COUPLING,결합,420.000,1.0000,0.0000
CHAIN COUPLING,결합,534.000,1.0000,0.0000
CHAIN COUPLING,결합,900.000,1.0000,0.0000
CHAIN COUPLING,결합,974.000,1.0000,0.0000
CHECK VALVE,NEW,0.000,1.0000,0.0000
CHECK VALVE,NEW,7.000,1.0000,0.0000
CHECK VALVE,NEW,21.000,1.0000,0.0000
CHECK VALVE,NEW,195.000,1.0000,0.0000
CHECK VALVE,NEW,420.000,1.0000,0.0000
CHECK VALVE,NEW,534.000,1.0000,0.0000
CHECK VALVE,NEW,823.000,0.9936,0.0064
CHECK VALVE,NEW,900.000,0.9936,0.0064
CHECK VALVE,NEW,974.000,0.9936,0.0064
CHECK VALVE,OLD,0.000,1.0000,0.0000
CHECK VALVE,OLD,47.000,0.9975,0.0025
CHECK VALVE,OLD,205.000,0.9949,0.0051
CHECK VALVE,OLD,238.000,0.9924,0.0076
CHECK VALVE,OLD,411.000,0.9899,0.0101
CHECK VALVE,OLD,434.000,0.9873,0.0127
CHECK VALVE,OLD,451.000,0.9848,0.0152
CHECK VALVE,OLD,593.000,0.9823,0.0177
CHECK VALVE,OLD,611.000,0.9797,0.0203
CHECK VALVE,OLD,733.000,0.9772,0.0228
CHECK VALVE,OLD,751.000,0.9747,0.0253
CHECK VALVE,OLD,778.000,0.9722,0.0278
CHECK VALVE,OLD,867.000,0.9696,0.0304
CHECK VALVE,OLD,974.000,0.9696,0.0304
CHECK VALVE,결합,0.000,1.0000,0.0000
CHECK VALVE,결합,7.000,1.0000,0.0000
CHECK VALVE,결합,21.000,1.0000,0.0000
CHECK VALVE,결합,47.000,0.9985,0.0015
CHECK VALVE,결합,195.000,0.9985,0.0015
CHECK VALVE,결합,205.000,0.9969,0.0031
CHECK VALVE,결합,238.000,0.9952,0.0048
CHECK VALVE,결합,411.000,0.9936,0.0064
CHECK VALVE,결합,420.000,0.9936,0.0064
CHECK VALVE,결합,434.000,0.9919,0.0081
CHECK VALVE,결합,451.000,0.9902,0.0098
CHECK VALVE,결합,534.000,0.9902,0.0098
CHECK VALVE,결합,593.000,0.9884,0.0116
CHECK VALVE,결합,611.000,0.9866,0.0134
CHECK VALVE,결합,733.000,0.9848,0.0152
CHECK VALVE,결합,751.000,0.9829,0.0171
CHECK VALVE,결합,778.000,0.9811,0.0189
CHECK VALVE,결합,823.000,0.9793,0.0207
CHECK VALVE,결합,867.000,0.9775,0.0225
CHECK VALVE,결합,900.000,0.9775,0.0225
CHECK VALVE,결합,974.000,0.9775,0.0225
CHINA FUSE,NEW,0.000,1.0000,0.0000
CHINA FUSE,NEW,7.000,1.0000,0.0000
CHINA FUSE,NEW,21.000,1.0000,0.0000
CHINA FUSE,NEW,195.000,1.0000,0.0000
CHINA FUSE,NEW,420.000,1.0000,0.0000
CHINA FUSE,NEW,534.000,1.0000,0.0000
CHINA FUSE,NEW,900.000,1.0000,0.0000
CHINA FUSE,NEW,974.000,1.0000,0.0000
CHINA FUSE,OLD,0.000,1.0000,0.0000
CHINA FUSE,OLD,17.000,0.9974,0.0026
CHINA FUSE,OLD,21.000,0.9948,0.0052
CHINA FUSE,OLD,29.000,0.9922,0.0078
CHINA FUSE,OLD,62.000,0.9897,0.0103
CHINA FUSE,OLD,73.000,0.9871,0.0129
CHINA FUSE,OLD,91.000,0.9845,0.0155
CHINA FUSE,OLD,95.000,0.9819,0.0181
CHINA FUSE,OLD,106.000,0.9793,0.0207
CHINA FUSE,OLD,187.000,0.9767,0.0233
CHINA FUSE,OLD,199.000,0.9742,0.0258
CHINA FUSE,OLD,202.000,0.9716,0.0284
CHINA FUSE,OLD,219.000,0.9690,0.0310
CHINA FUSE,OLD,220.000,0.9664,0.0336
CHINA FUSE,OLD,229.000,0.9638,0.0362
CHINA FUSE,OLD,254.000,0.9612,0.0388
CHINA FUSE,OLD,259.000,0.9587,0.0413
CHINA FUSE,OLD,287.000,0.9561,0.0439
CHINA FUSE,OLD,292.000,0.9535,0.0465
CHINA FUSE,OLD,302.000,0.9483,0.0517
CHINA FUSE,OLD,372.000,0.9457,0.0543
CHINA FUSE,OLD,387.000,0.9432,0.0568
CHINA FUSE,OLD,396.000,0.9406,0.0594
CHINA FUSE,OLD,406.000,0.9380,0.0620
CHINA FUSE,OLD,420.000,0.9354,0.0646
CHINA FUSE,OLD,423.000,0.9328,0.0672
CHINA FUSE,OLD,426.000,0.9302,0.0698
CHINA FUSE,OLD,435.000,0.9276,0.0724
CHINA FUSE,OLD,448.000,0.9251,0.0749
CHINA FUSE,OLD,452.000,0.9225,0.0775
CHINA FUSE,OLD,455.000,0.9199,0.0801
CHINA FUSE,OLD,456.000,0.9173,0.0827
CHINA FUSE,OLD,459.000,0.9147,0.0853
CHINA FUSE,OLD,471.000,0.9121,0.0879
CHINA FUSE,OLD,481.000,0.9070,0.0930
CHINA FUSE,OLD,483.000,0.9044,0.0956
CHINA FUSE,OLD,485.000,0.9018,0.0982
CHINA FUSE,OLD,489.000,0.8992,0.1008
CHINA FUSE,OLD,493.000,0.8966,0.1034
CHINA FUSE,OLD,495.000,0.8915,0.1085
CHINA FUSE,OLD,498.000,0.8889,0.1111
CHINA FUSE,OLD,499.000,0.8863,0.1137
CHINA FUSE,OLD,502.000,0.8837,0.1163
CHINA FUSE,OLD,510.000,0.8811,0.1189
CHINA FUSE,OLD,516.000,0.8786,0.1214
CHINA FUSE,OLD,524.000,0.8760,0.1240
CHINA FUSE,OLD,974.000,0.8760,0.1240
CHINA FUSE,결합,0.000,1.0000,0.0000
CHINA FUSE,결합,7.000,1.0000,0.0000
CHINA FUSE,결합,17.000,0.9985,0.0015
CHINA FUSE,결합,21.000,0.9971,0.0029
CHINA FUSE,결합,29.000,0.9955,0.0045
CHINA FUSE,결합,62.000,0.9940,0.0060
CHINA FUSE,결합,73.000,0.9924,0.0076
CHINA FUSE,결합,91.000,0.9909,0.0091
CHINA FUSE,결합,95.000,0.9894,0.0106
CHINA FUSE,결합,106.000,0.9878,0.0122
CHINA FUSE,결합,187.000,0.9863,0.0137
CHINA FUSE,결합,195.000,0.9863,0.0137
CHINA FUSE,결합,199.000,0.9846,0.0154
CHINA FUSE,결합,202.000,0.9830,0.0170
CHINA FUSE,결합,219.000,0.9814,0.0186
CHINA FUSE,결합,220.000,0.9797,0.0203
CHINA FUSE,결합,229.000,0.9781,0.0219
CHINA FUSE,결합,254.000,0.9765,0.0235
CHINA FUSE,결합,259.000,0.9748,0.0252
CHINA FUSE,결합,287.000,0.9732,0.0268
CHINA FUSE,결합,292.000,0.9716,0.0284
CHINA FUSE,결합,302.000,0.9683,0.0317
CHINA FUSE,결합,372.000,0.9666,0.0334
CHINA FUSE,결합,387.000,0.9650,0.0350
CHINA FUSE,결합,396.000,0.9634,0.0366
CHINA FUSE,결합,406.000,0.9617,0.0383
CHINA FUSE,결합,420.000,0.9601,0.0399
CHINA FUSE,결합,423.000,0.9584,0.0416
CHINA FUSE,결합,426.000,0.9566,0.0434
CHINA FUSE,결합,435.000,0.9549,0.0451
CHINA FUSE,결합,448.000,0.9532,0.0468
CHINA FUSE,결합,452.000,0.9514,0.0486
CHINA FUSE,결합,455.000,0.9497,0.0503
CHINA FUSE,결합,456.000,0.9480,0.0520
CHINA FUSE,결합,459.000,0.9462,0.0538
CHINA FUSE,결합,471.000,0.9445,0.0555
CHINA FUSE,결합,481.000,0.9410,0.0590
CHINA FUSE,결합,483.000,0.9393,0.0607
CHINA FUSE,결합,485.000,0.9375,0.0625
CHINA FUSE,결합,489.000,0.9358,0.0642
CHINA FUSE,결합,493.000,0.9341,0.0659
CHINA FUSE,결합,495.000,0.9306,0.0694
CHINA FUSE,결합,498.000,0.9289,0.0711
CHINA FUSE,결합,499.000,0.9271,0.0729
CHINA FUSE,결합,502.000,0.9254,0.0746
CHINA FUSE,결합,510.000,0.9236,0.0764
CHINA FUSE,결합,516.000,0.9219,0.0781
CHINA FUSE,결합,524.000,0.9202,0.0798
CHINA FUSE,결합,534.000,0.9202,0.0798
CHINA FUSE,결합,900.000,0.9202,0.0798
CHINA FUSE,결합,974.000,0.9202,0.0798
CIRCUIT BREAKER,NEW,0.000,1.0000,0.0000
CIRCUIT BREAKER,NEW,7.000,1.0000,0.0000
CIRCUIT BREAKER,NEW,21.000,1.0000,0.0000
CIRCUIT BREAKER,NEW,195.000,1.0000,0.0000
CIRCUIT BREAKER,NEW,420.000,1.0000,0.0000
CIRCUIT BREAKER,NEW,534.000,1.0000,0.0000
CIRCUIT BREAKER,NEW,900.000,1.0000,0.0000
CIRCUIT BREAKER,NEW,974.000,1.0000,0.0000
CIRCUIT BREAKER,OLD,0.000,1.0000,0.0000
CIRCUIT BREAKER,OLD,49.000,0.9977,0.0023
CIRCUIT BREAKER,OLD,65.000,0.9930,0.0070
CIRCUIT BREAKER,OLD,93.000,0.9883,0.0117
CIRCUIT BREAKER,OLD,162.000,0.9859,0.0141
CIRCUIT BREAKER,OLD,587.000,0.9812,0.0188
CIRCUIT BREAKER,OLD,974.000,0.9812,0.0188
CIRCUIT BREAKER,결합,0.000,1.0000,0.0000
CIRCUIT BREAKER,결합,7.000,1.0000,0.0000
CIRCUIT BREAKER,결합,21.000,1.0000,0.0000
CIRCUIT BREAKER,결합,49.000,0.9985,0.0015
CIRCUIT BREAKER,결합,65.000,0.9956,0.0044
CIRCUIT BREAKER,결합,93.000,0.9927,0.0073
CIRCUIT BREAKER,결합,162.000,0.9913,0.0087
CIRCUIT BREAKER,결합,195.000,0.9913,0.0087
CIRCUIT BREAKER,결합,420.000,0.9913,0.0087
CIRCUIT BREAKER,결합,534.000,0.9913,0.0087
CIRCUIT BREAKER,결합,587.000,0.9879,0.0121
CIRCUIT BREAKER,결합,900.000,0.9879,0.0121
CIRCUIT BREAKER,결합,974.000,0.9879,0.0121
CIRCUIT BREAKER-ABS,NEW,0.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,NEW,7.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,NEW,21.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,NEW,195.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,NEW,420.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,NEW,534.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,NEW,843.000,0.9937,0.0063
CIRCUIT BREAKER-ABS,NEW,895.000,0.9874,0.0126
CIRCUIT BREAKER-ABS,NEW,900.000,0.9874,0.0126
CIRCUIT BREAKER-ABS,NEW,974.000,0.9874,0.0126
CIRCUIT BREAKER-ABS,OLD,0.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,OLD,72.000,0.9976,0.0024
CIRCUIT BREAKER-ABS,OLD,596.000,0.9952,0.0048
CIRCUIT BREAKER-ABS,OLD,974.000,0.9952,0.0048
CIRCUIT BREAKER-ABS,결합,0.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,결합,7.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,결합,21.000,1.0000,0.0000
CIRCUIT BREAKER-ABS,결합,72.000,0.9985,0.0015
CIRCUIT BREAKER-ABS,결합,195.000,0.9985,0.0015
CIRCUIT BREAKER-ABS,결합,420.000,0.9985,0.0015
CIRCUIT BREAKER-ABS,결합,534.000,0.9985,0.0015
CIRCUIT BREAKER-ABS,결합,596.000,0.9968,0.0032
CIRCUIT BREAKER-ABS,결합,843.000,0.9951,0.0049
CIRCUIT BREAKER-ABS,결합,895.000,0.9934,0.0066
CIRCUIT BREAKER-ABS,결합,900.000,0.9934,0.0066
CIRCUIT BREAKER-ABS,결합,974.000,0.9934,0.0066
CLOTH V-PACKING,NEW,0.000,1.0000,0.0000
CLOTH V-PACKING,NEW,7.000,1.0000,0.0000
CLOTH V-PACKING,NEW,21.000,1.0000,0.0000
CLOTH V-PACKING,NEW,195.000,1.0000,0.0000
CLOTH V-PACKING,NEW,225.000,0.9955,0.0045
CLOTH V-PACKING,NEW,229.000,0.9911,0.0089
CLOTH V-PACKING,NEW,238.000,0.9866,0.0134
CLOTH V-PACKING,NEW,420.000,0.9866,0.0134
CLOTH V-PACKING,NEW,511.000,0.9761,0.0239
CLOTH V-PACKING,NEW,523.000,0.9708,0.0292
CLOTH V-PACKING,NEW,534.000,0.9708,0.0292
CLOTH V-PACKING,NEW,815.000,0.9643,0.0357
CLOTH V-PACKING,NEW,855.000,0.9578,0.0422
CLOTH V-PACKING,NEW,859.000,0.9514,0.0486
CLOTH V-PACKING,NEW,860.000,0.9449,0.0551
CLOTH V-PACKING,NEW,900.000,0.9449,0.0551
CLOTH V-PACKING,NEW,974.000,0.9449,0.0551
CLOTH V-PACKING,OLD,0.000,1.0000,0.0000
CLOTH V-PACKING,OLD,1.000,0.9995,0.0005
CLOTH V-PACKING,OLD,2.000,0.9977,0.0023
CLOTH V-PACKING,OLD,3.000,0.9968,0.0032
CLOTH V-PACKING,OLD,4.000,0.9963,0.0037
CLOTH V-PACKING,OLD,6.000,0.9959,0.0041
CLOTH V-PACKING,OLD,7.000,0.9954,0.0046
CLOTH V-PACKING,OLD,9.000,0.9945,0.0055
CLOTH V-PACKING,OLD,10.000,0.9940,0.0060
CLOTH V-PACKING,OLD,11.000,0.9936,0.0064
CLOTH V-PACKING,OLD,12.000,0.9931,0.0069
CLOTH V-PACKING,OLD,15.000,0.9922,0.0078
CLOTH V-PACKING,OLD,17.000,0.9913,0.0087
CLOTH V-PACKING,OLD,18.000,0.9885,0.0115
CLOTH V-PACKING,OLD,19.000,0.9880,0.0120
CLOTH V-PACKING,OLD,20.000,0.9867,0.0133
CLOTH V-PACKING,OLD,21.000,0.9853,0.0147
CLOTH V-PACKING,OLD,22.000,0.9848,0.0152
CLOTH V-PACKING,OLD,23.000,0.9844,0.0156
CLOTH V-PACKING,OLD,24.000,0.9834,0.0166
CLOTH V-PACKING,OLD,25.000,0.9821,0.0179
CLOTH V-PACKING,OLD,26.000,0.9816,0.0184
CLOTH V-PACKING,OLD,27.000,0.9802,0.0198
CLOTH V-PACKING,OLD,28.000,0.9788,0.0212
CLOTH V-PACKING,OLD,29.000,0.9770,0.0230
CLOTH V-PACKING,OLD,30.000,0.9752,0.0248
CLOTH V-PACKING,OLD,31.000,0.9742,0.0258
CLOTH V-PACKING,OLD,32.000,0.9738,0.0262
CLOTH V-PACKING,OLD,33.000,0.9733,0.0267
CLOTH V-PACKING,OLD,34.000,0.9719,0.0281
CLOTH V-PACKING,OLD,35.000,0.9715,0.0285
CLOTH V-PACKING,OLD,36.000,0.9687,0.0313
CLOTH V-PACKING,OLD,38.000,0.9678,0.0322
CLOTH V-PACKING,OLD,39.000,0.9669,0.0331
CLOTH V-PACKING,OLD,40.000,0.9664,0.0336
CLOTH V-PACKING,OLD,41.000,0.9655,0.0345
CLOTH V-PACKING,OLD,42.000,0.9650,0.0350
CLOTH V-PACKING,OLD,43.000,0.9646,0.0354
CLOTH V-PACKING,OLD,44.000,0.9627,0.0373
CLOTH V-PACKING,OLD,45.000,0.9618,0.0382
CLOTH V-PACKING,OLD,46.000,0.9614,0.0386
CLOTH V-PACKING,OLD,47.000,0.9604,0.0396
CLOTH V-PACKING,OLD,48.000,0.9600,0.0400
CLOTH V-PACKING,OLD,49.000,0.9591,0.0409
CLOTH V-PACKING,OLD,50.000,0.9586,0.0414
CLOTH V-PACKING,OLD,51.000,0.9563,0.0437
CLOTH V-PACKING,OLD,53.000,0.9558,0.0442
CLOTH V-PACKING,OLD,54.000,0.9545,0.0455
CLOTH V-PACKING,OLD,57.000,0.9540,0.0460
CLOTH V-PACKING,OLD,60.000,0.9535,0.0465
CLOTH V-PACKING,OLD,61.000,0.9531,0.0469
CLOTH V-PACKING,OLD,62.000,0.9522,0.0478
CLOTH V-PACKING,OLD,63.000,0.9503,0.0497
CLOTH V-PACKING,OLD,64.000,0.9499,0.0501
CLOTH V-PACKING,OLD,65.000,0.9494,0.0506
CLOTH V-PACKING,OLD,66.000,0.9485,0.0515
CLOTH V-PACKING,OLD,67.000,0.9466,0.0534
CLOTH V-PACKING,OLD,70.000,0.9457,0.0543
CLOTH V-PACKING,OLD,71.000,0.9448,0.0552
CLOTH V-PACKING,OLD,72.000,0.9434,0.0566
CLOTH V-PACKING,OLD,73.000,0.9425,0.0575
CLOTH V-PACKING,OLD,74.000,0.9411,0.0589
CLOTH V-PACKING,OLD,75.000,0.9407,0.0593
CLOTH V-PACKING,OLD,76.000,0.9388,0.0612
CLOTH V-PACKING,OLD,78.000,0.9374,0.0626
CLOTH V-PACKING,OLD,79.000,0.9370,0.0630
CLOTH V-PACKING,OLD,82.000,0.9361,0.0639
CLOTH V-PACKING,OLD,83.000,0.9338,0.0662
CLOTH V-PACKING,OLD,84.000,0.9319,0.0681
CLOTH V-PACKING,OLD,85.000,0.9315,0.0685
CLOTH V-PACKING,OLD,86.000,0.9296,0.0704
CLOTH V-PACKING,OLD,87.000,0.9282,0.0718
CLOTH V-PACKING,OLD,88.000,0.9273,0.0727
CLOTH V-PACKING,OLD,90.000,0.9241,0.0759
CLOTH V-PACKING,OLD,92.000,0.9227,0.0773
CLOTH V-PACKING,OLD,93.000,0.9218,0.0782
CLOTH V-PACKING,OLD,94.000,0.9209,0.0791
CLOTH V-PACKING,OLD,95.000,0.9163,0.0837
CLOTH V-PACKING,OLD,96.000,0.9154,0.0846
CLOTH V-PACKING,OLD,97.000,0.9149,0.0851
CLOTH V-PACKING,OLD,101.000,0.9131,0.0869
CLOTH V-PACKING,OLD,102.000,0.9126,0.0874
CLOTH V-PACKING,OLD,103.000,0.9117,0.0883
CLOTH V-PACKING,OLD,104.000,0.9098,0.0902
CLOTH V-PACKING,OLD,105.000,0.9089,0.0911
CLOTH V-PACKING,OLD,106.000,0.9085,0.0915
CLOTH V-PACKING,OLD,107.000,0.9075,0.0925
CLOTH V-PACKING,OLD,108.000,0.9071,0.0929
CLOTH V-PACKING,OLD,109.000,0.9066,0.0934
CLOTH V-PACKING,OLD,110.000,0.9057,0.0943
CLOTH V-PACKING,OLD,111.000,0.9048,0.0952
CLOTH V-PACKING,OLD,112.000,0.9025,0.0975
CLOTH V-PACKING,OLD,114.000,0.9016,0.0984
CLOTH V-PACKING,OLD,115.000,0.9002,0.0998
CLOTH V-PACKING,OLD,116.000,0.8993,0.1007
CLOTH V-PACKING,OLD,117.000,0.8983,0.1017
