PART_NM_EN,Age,duration_censoring(day),Survial,Failure
AIR CYLINDER,NEW,0.000,1.0000,0.0000
AIR CYLINDER,NEW,7.000,1.0000,0.0000
AIR CYLINDER,NEW,21.000,1.0000,0.0000
AIR CYLINDER,NEW,195.000,1.0000,0.0000
AIR CYLINDER,NEW,420.000,1.0000,0.0000
AIR CYLINDER,NEW,424.000,0.9946,0.0054
AIR CYLINDER,NEW,534.000,0.9946,0.0054
AIR CYLINDER,NEW,712.000,0.9880,0.0120
AIR CYLINDER,NEW,881.000,0.9814,0.0186
AIR CYLINDER,NEW,889.000,0.9749,0.0251
AIR CYLINDER,NEW,895.000,0.9683,0.0317
AIR CYLINDER,NEW,900.000,0.9683,0.0317
AIR CYLINDER,NEW,974.000,0.9683,0.0317
AIR CYLINDER,OLD,0.000,1.0000,0.0000
AIR CYLINDER,OLD,3.000,0.9979,0.0021
AIR CYLINDER,OLD,8.000,0.9937,0.0063
AIR CYLINDER,OLD,10.000,0.9916,0.0084
AIR CYLINDER,OLD,20.000,0.9895,0.0105
AIR CYLINDER,OLD,24.000,0.9873,0.0127
AIR CYLINDER,OLD,27.000,0.9852,0.0148
AIR CYLINDER,OLD,55.000,0.9831,0.0169
AIR CYLINDER,OLD,68.000,0.9810,0.0190
AIR CYLINDER,OLD,69.000,0.9789,0.0211
AIR CYLINDER,OLD,75.000,0.9768,0.0232
AIR CYLINDER,OLD,78.000,0.9747,0.0253
AIR CYLINDER,OLD,81.000,0.9726,0.0274
AIR CYLINDER,OLD,91.000,0.9705,0.0295
AIR CYLINDER,OLD,94.000,0.9684,0.0316
AIR CYLINDER,OLD,102.000,0.9662,0.0338
AIR CYLINDER,OLD,104.000,0.9641,0.0359
AIR CYLINDER,OLD,109.000,0.9620,0.0380
AIR CYLINDER,OLD,115.000,0.9599,0.0401
AIR CYLINDER,OLD,128.000,0.9557,0.0443
AIR CYLINDER,OLD,131.000,0.9536,0.0464
AIR CYLINDER,OLD,136.000,0.9515,0.0485
AIR CYLINDER,OLD,141.000,0.9494,0.0506
AIR CYLINDER,OLD,143.000,0.9473,0.0527
AIR CYLINDER,OLD,145.000,0.9430,0.0570
AIR CYLINDER,OLD,149.000,0.9409,0.0591
AIR CYLINDER,OLD,157.000,0.9388,0.0612
AIR CYLINDER,OLD,159.000,0.9346,0.0654
AIR CYLINDER,OLD,162.000,0.9325,0.0675
AIR CYLINDER,OLD,165.000,0.9304,0.0696
AIR CYLINDER,OLD,170.000,0.9262,0.0738
AIR CYLINDER,OLD,188.000,0.9241,0.0759
AIR CYLINDER,OLD,192.000,0.9219,0.0781
AIR CYLINDER,OLD,195.000,0.9177,0.0823
AIR CYLINDER,OLD,197.000,0.9156,0.0844
AIR CYLINDER,OLD,200.000,0.9135,0.0865
AIR CYLINDER,OLD,204.000,0.9114,0.0886
AIR CYLINDER,OLD,208.000,0.9093,0.0907
AIR CYLINDER,OLD,209.000,0.9051,0.0949
AIR CYLINDER,OLD,212.000,0.9030,0.0970
AIR CYLINDER,OLD,213.000,0.9008,0.0992
AIR CYLINDER,OLD,215.000,0.8966,0.1034
AIR CYLINDER,OLD,216.000,0.8945,0.1055
AIR CYLINDER,OLD,217.000,0.8924,0.1076
AIR CYLINDER,OLD,220.000,0.8903,0.1097
AIR CYLINDER,OLD,221.000,0.8882,0.1118
AIR CYLINDER,OLD,222.000,0.8861,0.1139
AIR CYLINDER,OLD,229.000,0.8840,0.1160
AIR CYLINDER,OLD,233.000,0.8819,0.1181
AIR CYLINDER,OLD,242.000,0.8797,0.1203
AIR CYLINDER,OLD,248.000,0.8776,0.1224
AIR CYLINDER,OLD,271.000,0.8755,0.1245
AIR CYLINDER,OLD,276.000,0.8734,0.1266
AIR CYLINDER,OLD,281.000,0.8713,0.1287
AIR CYLINDER,OLD,285.000,0.8692,0.1308
AIR CYLINDER,OLD,300.000,0.8671,0.1329
AIR CYLINDER,OLD,305.000,0.8650,0.1350
AIR CYLINDER,OLD,306.000,0.8629,0.1371
AIR CYLINDER,OLD,308.000,0.8608,0.1392
AIR CYLINDER,OLD,317.000,0.8586,0.1414
AIR CYLINDER,OLD,327.000,0.8565,0.1435
AIR CYLINDER,OLD,368.000,0.8544,0.1456
AIR CYLINDER,OLD,371.000,0.8523,0.1477
AIR CYLINDER,OLD,381.000,0.8481,0.1519
AIR CYLINDER,OLD,398.000,0.8460,0.1540
AIR CYLINDER,OLD,399.000,0.8439,0.1561
AIR CYLINDER,OLD,400.000,0.8397,0.1603
AIR CYLINDER,OLD,409.000,0.8376,0.1624
AIR CYLINDER,OLD,416.000,0.8354,0.1646
AIR CYLINDER,OLD,434.000,0.8333,0.1667
AIR CYLINDER,OLD,437.000,0.8291,0.1709
AIR CYLINDER,OLD,439.000,0.8270,0.1730
AIR CYLINDER,OLD,440.000,0.8228,0.1772
AIR CYLINDER,OLD,446.000,0.8207,0.1793
AIR CYLINDER,OLD,451.000,0.8186,0.1814
AIR CYLINDER,OLD,455.000,0.8165,0.1835
AIR CYLINDER,OLD,457.000,0.8143,0.1857
AIR CYLINDER,OLD,467.000,0.8122,0.1878
AIR CYLINDER,OLD,469.000,0.8101,0.1899
AIR CYLINDER,OLD,471.000,0.8080,0.1920
AIR CYLINDER,OLD,472.000,0.8059,0.1941
AIR CYLINDER,OLD,480.000,0.8017,0.1983
AIR CYLINDER,OLD,498.000,0.7996,0.2004
AIR CYLINDER,OLD,507.000,0.7975,0.2025
AIR CYLINDER,OLD,517.000,0.7954,0.2046
AIR CYLINDER,OLD,521.000,0.7932,0.2068
AIR CYLINDER,OLD,523.000,0.7911,0.2089
AIR CYLINDER,OLD,539.000,0.7890,0.2110
AIR CYLINDER,OLD,540.000,0.7869,0.2131
AIR CYLINDER,OLD,544.000,0.7848,0.2152
AIR CYLINDER,OLD,548.000,0.7827,0.2173
AIR CYLINDER,OLD,551.000,0.7806,0.2194
AIR CYLINDER,OLD,560.000,0.7785,0.2215
AIR CYLINDER,OLD,562.000,0.7764,0.2236
AIR CYLINDER,OLD,564.000,0.7743,0.2257
AIR CYLINDER,OLD,569.000,0.7722,0.2278
AIR CYLINDER,OLD,571.000,0.7700,0.2300
AIR CYLINDER,OLD,575.000,0.7679,0.2321
AIR CYLINDER,OLD,576.000,0.7658,0.2342
AIR CYLINDER,OLD,581.000,0.7616,0.2384
AIR CYLINDER,OLD,583.000,0.7595,0.2405
AIR CYLINDER,OLD,587.000,0.7532,0.2468
AIR CYLINDER,OLD,595.000,0.7447,0.2553
AIR CYLINDER,OLD,601.000,0.7426,0.2574
AIR CYLINDER,OLD,602.000,0.7384,0.2616
AIR CYLINDER,OLD,603.000,0.7342,0.2658
AIR CYLINDER,OLD,605.000,0.7321,0.2679
AIR CYLINDER,OLD,607.000,0.7300,0.2700
AIR CYLINDER,OLD,608.000,0.7257,0.2743
AIR CYLINDER,OLD,611.000,0.7215,0.2785
AIR CYLINDER,OLD,612.000,0.7194,0.2806
AIR CYLINDER,OLD,614.000,0.7173,0.2827
AIR CYLINDER,OLD,617.000,0.7152,0.2848
AIR CYLINDER,OLD,620.000,0.7110,0.2890
AIR CYLINDER,OLD,621.000,0.7089,0.2911
AIR CYLINDER,OLD,622.000,0.7068,0.2932
AIR CYLINDER,OLD,623.000,0.7004,0.2996
AIR CYLINDER,OLD,629.000,0.6983,0.3017
AIR CYLINDER,OLD,638.000,0.6962,0.3038
AIR CYLINDER,OLD,639.000,0.6941,0.3059
AIR CYLINDER,OLD,645.000,0.6920,0.3080
AIR CYLINDER,OLD,646.000,0.6899,0.3101
AIR CYLINDER,OLD,651.000,0.6878,0.3122
AIR CYLINDER,OLD,653.000,0.6857,0.3143
AIR CYLINDER,OLD,656.000,0.6814,0.3186
AIR CYLINDER,OLD,660.000,0.6793,0.3207
AIR CYLINDER,OLD,663.000,0.6772,0.3228
AIR CYLINDER,OLD,664.000,0.6730,0.3270
AIR CYLINDER,OLD,675.000,0.6709,0.3291
AIR CYLINDER,OLD,678.000,0.6688,0.3312
AIR CYLINDER,OLD,682.000,0.6667,0.3333
AIR CYLINDER,OLD,683.000,0.6646,0.3354
AIR CYLINDER,OLD,684.000,0.6624,0.3376
AIR CYLINDER,OLD,685.000,0.6603,0.3397
AIR CYLINDER,OLD,686.000,0.6582,0.3418
AIR CYLINDER,OLD,690.000,0.6561,0.3439
AIR CYLINDER,OLD,691.000,0.6540,0.3460
AIR CYLINDER,OLD,692.000,0.6498,0.3502
AIR CYLINDER,OLD,694.000,0.6477,0.3523
AIR CYLINDER,OLD,695.000,0.6456,0.3544
AIR CYLINDER,OLD,696.000,0.6435,0.3565
AIR CYLINDER,OLD,697.000,0.6414,0.3586
AIR CYLINDER,OLD,700.000,0.6392,0.3608
AIR CYLINDER,OLD,704.000,0.6371,0.3629
AIR CYLINDER,OLD,706.000,0.6350,0.3650
AIR CYLINDER,OLD,709.000,0.6329,0.3671
AIR CYLINDER,OLD,710.000,0.6287,0.3713
AIR CYLINDER,OLD,715.000,0.6266,0.3734
AIR CYLINDER,OLD,718.000,0.6245,0.3755
AIR CYLINDER,OLD,720.000,0.6224,0.3776
AIR CYLINDER,OLD,721.000,0.6203,0.3797
AIR CYLINDER,OLD,723.000,0.6181,0.3819
AIR CYLINDER,OLD,728.000,0.6139,0.3861
AIR CYLINDER,OLD,740.000,0.6118,0.3882
AIR CYLINDER,OLD,746.000,0.6097,0.3903
AIR CYLINDER,OLD,749.000,0.6076,0.3924
AIR CYLINDER,OLD,752.000,0.6055,0.3945
AIR CYLINDER,OLD,753.000,0.5992,0.4008
AIR CYLINDER,OLD,754.000,0.5907,0.4093
AIR CYLINDER,OLD,757.000,0.5865,0.4135
AIR CYLINDER,OLD,762.000,0.5823,0.4177
AIR CYLINDER,OLD,763.000,0.5802,0.4198
AIR CYLINDER,OLD,767.000,0.5781,0.4219
AIR CYLINDER,OLD,769.000,0.5759,0.4241
AIR CYLINDER,OLD,771.000,0.5738,0.4262
AIR CYLINDER,OLD,772.000,0.5717,0.4283
AIR CYLINDER,OLD,774.000,0.5675,0.4325
AIR CYLINDER,OLD,777.000,0.5654,0.4346
AIR CYLINDER,OLD,780.000,0.5633,0.4367
AIR CYLINDER,OLD,781.000,0.5612,0.4388
AIR CYLINDER,OLD,782.000,0.5591,0.4409
AIR CYLINDER,OLD,784.000,0.5570,0.4430
AIR CYLINDER,OLD,786.000,0.5549,0.4451
AIR CYLINDER,OLD,787.000,0.5527,0.4473
AIR CYLINDER,OLD,788.000,0.5485,0.4515
AIR CYLINDER,OLD,789.000,0.5464,0.4536
AIR CYLINDER,OLD,791.000,0.5443,0.4557
AIR CYLINDER,OLD,792.000,0.5422,0.4578
AIR CYLINDER,OLD,793.000,0.5401,0.4599
AIR CYLINDER,OLD,794.000,0.5380,0.4620
AIR CYLINDER,OLD,796.000,0.5359,0.4641
AIR CYLINDER,OLD,797.000,0.5338,0.4662
AIR CYLINDER,OLD,801.000,0.5316,0.4684
AIR CYLINDER,OLD,802.000,0.5295,0.4705
AIR CYLINDER,OLD,805.000,0.5274,0.4726
AIR CYLINDER,OLD,807.000,0.5253,0.4747
AIR CYLINDER,OLD,808.000,0.5232,0.4768
AIR CYLINDER,OLD,809.000,0.5211,0.4789
AIR CYLINDER,OLD,811.000,0.5190,0.4810
AIR CYLINDER,OLD,813.000,0.5169,0.4831
AIR CYLINDER,OLD,818.000,0.5148,0.4852
AIR CYLINDER,OLD,820.000,0.5127,0.4873
AIR CYLINDER,OLD,821.000,0.5105,0.4895
AIR CYLINDER,OLD,825.000,0.5063,0.4937
AIR CYLINDER,OLD,828.000,0.5021,0.4979
AIR CYLINDER,OLD,829.000,0.5000,0.5000
AIR CYLINDER,OLD,831.000,0.4937,0.5063
AIR CYLINDER,OLD,832.000,0.4916,0.5084
AIR CYLINDER,OLD,837.000,0.4895,0.5105
AIR CYLINDER,OLD,838.000,0.4852,0.5148
AIR CYLINDER,OLD,839.000,0.4810,0.5190
AIR CYLINDER,OLD,842.000,0.4789,0.5211
AIR CYLINDER,OLD,843.000,0.4768,0.5232
AIR CYLINDER,OLD,844.000,0.4747,0.5253
AIR CYLINDER,OLD,846.000,0.4726,0.5274
AIR CYLINDER,OLD,847.000,0.4705,0.5295
AIR CYLINDER,OLD,848.000,0.4684,0.5316
AIR CYLINDER,OLD,853.000,0.4641,0.5359
AIR CYLINDER,OLD,857.000,0.4620,0.5380
AIR CYLINDER,OLD,860.000,0.4599,0.5401
AIR CYLINDER,OLD,865.000,0.4578,0.5422
AIR CYLINDER,OLD,869.000,0.4557,0.5443
AIR CYLINDER,OLD,871.000,0.4536,0.5464
AIR CYLINDER,OLD,873.000,0.4515,0.5485
AIR CYLINDER,OLD,879.000,0.4451,0.5549
AIR CYLINDER,OLD,881.000,0.4388,0.5612
AIR CYLINDER,OLD,885.000,0.4367,0.5633
AIR CYLINDER,OLD,888.000,0.4325,0.5675
AIR CYLINDER,OLD,891.000,0.4304,0.5696
AIR CYLINDER,OLD,893.000,0.4283,0.5717
AIR CYLINDER,OLD,894.000,0.4262,0.5738
AIR CYLINDER,OLD,895.000,0.4219,0.5781
AIR CYLINDER,OLD,896.000,0.4198,0.5802
AIR CYLINDER,OLD,900.000,0.4177,0.5823
AIR CYLINDER,OLD,901.000,0.4156,0.5844
AIR CYLINDER,OLD,902.000,0.4135,0.5865
AIR CYLINDER,OLD,903.000,0.4093,0.5907
AIR CYLINDER,OLD,905.000,0.4072,0.5928
AIR CYLINDER,OLD,907.000,0.4051,0.5949
AIR CYLINDER,OLD,908.000,0.4030,0.5970
AIR CYLINDER,OLD,909.000,0.4008,0.5992
AIR CYLINDER,OLD,912.000,0.3966,0.6034
AIR CYLINDER,OLD,914.000,0.3945,0.6055
AIR CYLINDER,OLD,917.000,0.3924,0.6076
AIR CYLINDER,OLD,918.000,0.3861,0.6139
AIR CYLINDER,OLD,919.000,0.3840,0.6160
AIR CYLINDER,OLD,929.000,0.3819,0.6181
AIR CYLINDER,OLD,931.000,0.3797,0.6203
AIR CYLINDER,OLD,936.000,0.3755,0.6245
AIR CYLINDER,OLD,937.000,0.3734,0.6266
AIR CYLINDER,OLD,940.000,0.3692,0.6308
AIR CYLINDER,OLD,941.000,0.3671,0.6329
AIR CYLINDER,OLD,949.000,0.3650,0.6350
AIR CYLINDER,OLD,950.000,0.3629,0.6371
AIR CYLINDER,OLD,955.000,0.3608,0.6392
AIR CYLINDER,OLD,958.000,0.3586,0.6414
AIR CYLINDER,OLD,963.000,0.3544,0.6456
AIR CYLINDER,OLD,966.000,0.3523,0.6477
AIR CYLINDER,OLD,974.000,0.3523,0.6477
AIR CYLINDER,결합,0.000,1.0000,0.0000
AIR CYLINDER,결합,3.000,0.9987,0.0013
AIR CYLINDER,결합,7.000,0.9987,0.0013
AIR CYLINDER,결합,8.000,0.9961,0.0039
AIR CYLINDER,결합,10.000,0.9948,0.0052
AIR CYLINDER,결합,20.000,0.9935,0.0065
AIR CYLINDER,결합,21.000,0.9935,0.0065
AIR CYLINDER,결합,24.000,0.9921,0.0079
AIR CYLINDER,결합,27.000,0.9907,0.0093
AIR CYLINDER,결합,55.000,0.9894,0.0106
AIR CYLINDER,결합,68.000,0.9880,0.0120
AIR CYLINDER,결합,69.000,0.9866,0.0134
AIR CYLINDER,결합,75.000,0.9853,0.0147
AIR CYLINDER,결합,78.000,0.9839,0.0161
AIR CYLINDER,결합,81.000,0.9825,0.0175
AIR CYLINDER,결합,91.000,0.9811,0.0189
AIR CYLINDER,결합,94.000,0.9798,0.0202
AIR CYLINDER,결합,102.000,0.9784,0.0216
AIR CYLINDER,결합,104.000,0.9770,0.0230
AIR CYLINDER,결합,109.000,0.9757,0.0243
AIR CYLINDER,결합,115.000,0.9743,0.0257
AIR CYLINDER,결합,128.000,0.9716,0.0284
AIR CYLINDER,결합,131.000,0.9702,0.0298
AIR CYLINDER,결합,136.000,0.9688,0.0312
AIR CYLINDER,결합,141.000,0.9675,0.0325
AIR CYLINDER,결합,143.000,0.9661,0.0339
AIR CYLINDER,결합,145.000,0.9634,0.0366
AIR CYLINDER,결합,149.000,0.9620,0.0380
AIR CYLINDER,결합,157.000,0.9606,0.0394
AIR CYLINDER,결합,159.000,0.9579,0.0421
AIR CYLINDER,결합,162.000,0.9565,0.0435
AIR CYLINDER,결합,165.000,0.9551,0.0449
AIR CYLINDER,결합,170.000,0.9524,0.0476
AIR CYLINDER,결합,188.000,0.9510,0.0490
AIR CYLINDER,결합,192.000,0.9497,0.0503
AIR CYLINDER,결합,195.000,0.9469,0.0531
AIR CYLINDER,결합,197.000,0.9455,0.0545
AIR CYLINDER,결합,200.000,0.9440,0.0560
AIR CYLINDER,결합,204.000,0.9426,0.0574
AIR CYLINDER,결합,208.000,0.9412,0.0588
AIR CYLINDER,결합,209.000,0.9383,0.0617
AIR CYLINDER,결합,212.000,0.9368,0.0632
AIR CYLINDER,결합,213.000,0.9354,0.0646
AIR CYLINDER,결합,215.000,0.9325,0.0675
AIR CYLINDER,결합,216.000,0.9310,0.0690
AIR CYLINDER,결합,217.000,0.9296,0.0704
AIR CYLINDER,결합,220.000,0.9281,0.0719
AIR CYLINDER,결합,221.000,0.9267,0.0733
AIR CYLINDER,결합,222.000,0.9252,0.0748
AIR CYLINDER,결합,229.000,0.9238,0.0762
AIR CYLINDER,결합,233.000,0.9224,0.0776
AIR CYLINDER,결합,242.000,0.9209,0.0791
AIR CYLINDER,결합,248.000,0.9195,0.0805
AIR CYLINDER,결합,271.000,0.9180,0.0820
AIR CYLINDER,결합,276.000,0.9166,0.0834
AIR CYLINDER,결합,281.000,0.9151,0.0849
AIR CYLINDER,결합,285.000,0.9137,0.0863
AIR CYLINDER,결합,300.000,0.9122,0.0878
AIR CYLINDER,결합,305.000,0.9108,0.0892
AIR CYLINDER,결합,306.000,0.9093,0.0907
AIR CYLINDER,결합,308.000,0.9079,0.0921
AIR CYLINDER,결합,317.000,0.9065,0.0935
AIR CYLINDER,결합,327.000,0.9050,0.0950
AIR CYLINDER,결합,368.000,0.9036,0.0964
AIR CYLINDER,결합,371.000,0.9021,0.0979
AIR CYLINDER,결합,381.000,0.8992,0.1008
AIR CYLINDER,결합,398.000,0.8978,0.1022
AIR CYLINDER,결합,399.000,0.8963,0.1037
AIR CYLINDER,결합,400.000,0.8934,0.1066
AIR CYLINDER,결합,409.000,0.8920,0.1080
AIR CYLINDER,결합,416.000,0.8906,0.1094
AIR CYLINDER,결합,420.000,0.8906,0.1094
AIR CYLINDER,결합,424.000,0.8890,0.1110
AIR CYLINDER,결합,434.000,0.8875,0.1125
AIR CYLINDER,결합,437.000,0.8844,0.1156
AIR CYLINDER,결합,439.000,0.8829,0.1171
AIR CYLINDER,결합,440.000,0.8798,0.1202
AIR CYLINDER,결합,446.000,0.8783,0.1217
AIR CYLINDER,결합,451.000,0.8768,0.1232
AIR CYLINDER,결합,455.000,0.8753,0.1247
AIR CYLINDER,결합,457.000,0.8737,0.1263
AIR CYLINDER,결합,467.000,0.8722,0.1278
AIR CYLINDER,결합,469.000,0.8707,0.1293
AIR CYLINDER,결합,471.000,0.8691,0.1309
AIR CYLINDER,결합,472.000,0.8676,0.1324
AIR CYLINDER,결합,480.000,0.8645,0.1355
AIR CYLINDER,결합,498.000,0.8630,0.1370
AIR CYLINDER,결합,507.000,0.8615,0.1385
AIR CYLINDER,결합,517.000,0.8599,0.1401
AIR CYLINDER,결합,521.000,0.8584,0.1416
AIR CYLINDER,결합,523.000,0.8569,0.1431
AIR CYLINDER,결합,534.000,0.8569,0.1431
AIR CYLINDER,결합,539.000,0.8553,0.1447
AIR CYLINDER,결합,540.000,0.8536,0.1464
AIR CYLINDER,결합,544.000,0.8520,0.1480
AIR CYLINDER,결합,548.000,0.8504,0.1496
AIR CYLINDER,결합,551.000,0.8487,0.1513
AIR CYLINDER,결합,560.000,0.8471,0.1529
AIR CYLINDER,결합,562.000,0.8455,0.1545
AIR CYLINDER,결합,564.000,0.8439,0.1561
AIR CYLINDER,결합,569.000,0.8422,0.1578
AIR CYLINDER,결합,571.000,0.8406,0.1594
AIR CYLINDER,결합,575.000,0.8390,0.1610
AIR CYLINDER,결합,576.000,0.8373,0.1627
AIR CYLINDER,결합,581.000,0.8341,0.1659
AIR CYLINDER,결합,583.000,0.8325,0.1675
AIR CYLINDER,결합,587.000,0.8276,0.1724
AIR CYLINDER,결합,595.000,0.8210,0.1790
AIR CYLINDER,결합,601.000,0.8194,0.1806
AIR CYLINDER,결합,602.000,0.8162,0.1838
AIR CYLINDER,결합,603.000,0.8129,0.1871
AIR CYLINDER,결합,605.000,0.8113,0.1887
AIR CYLINDER,결합,607.000,0.8096,0.1904
AIR CYLINDER,결합,608.000,0.8064,0.1936
AIR CYLINDER,결합,611.000,0.8031,0.1969
AIR CYLINDER,결합,612.000,0.8015,0.1985
AIR CYLINDER,결합,614.000,0.7999,0.2001
AIR CYLINDER,결합,617.000,0.7982,0.2018
AIR CYLINDER,결합,620.000,0.7950,0.2050
AIR CYLINDER,결합,621.000,0.7934,0.2066
AIR CYLINDER,결합,622.000,0.7917,0.2083
AIR CYLINDER,결합,623.000,0.7868,0.2132
AIR CYLINDER,결합,629.000,0.7852,0.2148
AIR CYLINDER,결합,638.000,0.7836,0.2164
AIR CYLINDER,결합,639.000,0.7820,0.2180
AIR CYLINDER,결합,645.000,0.7803,0.2197
AIR CYLINDER,결합,646.000,0.7787,0.2213
AIR CYLINDER,결합,651.000,0.7771,0.2229
AIR CYLINDER,결합,653.000,0.7754,0.2246
AIR CYLINDER,결합,656.000,0.7722,0.2278
AIR CYLINDER,결합,660.000,0.7705,0.2295
AIR CYLINDER,결합,663.000,0.7689,0.2311
AIR CYLINDER,결합,664.000,0.7657,0.2343
AIR CYLINDER,결합,675.000,0.7640,0.2360
AIR CYLINDER,결합,678.000,0.7624,0.2376
AIR CYLINDER,결합,682.000,0.7608,0.2392
AIR CYLINDER,결합,683.000,0.7591,0.2409
AIR CYLINDER,결합,684.000,0.7575,0.2425
AIR CYLINDER,결합,685.000,0.7559,0.2441
AIR CYLINDER,결합,686.000,0.7543,0.2457
AIR CYLINDER,결합,690.000,0.7526,0.2474
AIR CYLINDER,결합,691.000,0.7510,0.2490
AIR CYLINDER,결합,692.000,0.7477,0.2523
AIR CYLINDER,결합,694.000,0.7461,0.2539
AIR CYLINDER,결합,695.000,0.7445,0.2555
AIR CYLINDER,결합,696.000,0.7429,0.2571
AIR CYLINDER,결합,697.000,0.7412,0.2588
AIR CYLINDER,결합,700.000,0.7396,0.2604
AIR CYLINDER,결합,704.000,0.7380,0.2620
AIR CYLINDER,결합,706.000,0.7363,0.2637
AIR CYLINDER,결합,709.000,0.7347,0.2653
AIR CYLINDER,결합,710.000,0.7315,0.2685
AIR CYLINDER,결합,712.000,0.7298,0.2702
AIR CYLINDER,결합,715.000,0.7282,0.2718
AIR CYLINDER,결합,718.000,0.7266,0.2734
AIR CYLINDER,결합,720.000,0.7249,0.2751
AIR CYLINDER,결합,721.000,0.7233,0.2767
AIR CYLINDER,결합,723.000,0.7217,0.2783
AIR CYLINDER,결합,728.000,0.7184,0.2816
AIR CYLINDER,결합,740.000,0.7168,0.2832
AIR CYLINDER,결합,746.000,0.7152,0.2848
AIR CYLINDER,결합,749.000,0.7135,0.2865
AIR CYLINDER,결합,752.000,0.7119,0.2881
AIR CYLINDER,결합,753.000,0.7070,0.2930
AIR CYLINDER,결합,754.000,0.7005,0.2995
AIR CYLINDER,결합,757.000,0.6972,0.3028
AIR CYLINDER,결합,762.000,0.6940,0.3060
AIR CYLINDER,결합,763.000,0.6924,0.3076
AIR CYLINDER,결합,767.000,0.6907,0.3093
AIR CYLINDER,결합,769.000,0.6891,0.3109
AIR CYLINDER,결합,771.000,0.6875,0.3125
AIR CYLINDER,결합,772.000,0.6858,0.3142
AIR CYLINDER,결합,774.000,0.6826,0.3174
AIR CYLINDER,결합,777.000,0.6809,0.3191
AIR CYLINDER,결합,780.000,0.6793,0.3207
AIR CYLINDER,결합,781.000,0.6777,0.3223
AIR CYLINDER,결합,782.000,0.6761,0.3239
AIR CYLINDER,결합,784.000,0.6744,0.3256
AIR CYLINDER,결합,786.000,0.6728,0.3272
AIR CYLINDER,결합,787.000,0.6712,0.3288
AIR CYLINDER,결합,788.000,0.6679,0.3321
AIR CYLINDER,결합,789.000,0.6663,0.3337
AIR CYLINDER,결합,791.000,0.6647,0.3353
AIR CYLINDER,결합,792.000,0.6630,0.3370
AIR CYLINDER,결합,793.000,0.6614,0.3386
AIR CYLINDER,결합,794.000,0.6598,0.3402
AIR CYLINDER,결합,796.000,0.6581,0.3419
AIR CYLINDER,결합,797.000,0.6565,0.3435
AIR CYLINDER,결합,801.000,0.6549,0.3451
AIR CYLINDER,결합,802.000,0.6533,0.3467
AIR CYLINDER,결합,805.000,0.6516,0.3484
AIR CYLINDER,결합,807.000,0.6500,0.3500
AIR CYLINDER,결합,808.000,0.6484,0.3516
AIR CYLINDER,결합,809.000,0.6467,0.3533
AIR CYLINDER,결합,811.000,0.6451,0.3549
AIR CYLINDER,결합,813.000,0.6435,0.3565
AIR CYLINDER,결합,818.000,0.6419,0.3581
AIR CYLINDER,결합,820.000,0.6402,0.3598
AIR CYLINDER,결합,821.000,0.6386,0.3614
AIR CYLINDER,결합,825.000,0.6353,0.3647
AIR CYLINDER,결합,828.000,0.6321,0.3679
AIR CYLINDER,결합,829.000,0.6304,0.3696
AIR CYLINDER,결합,831.000,0.6256,0.3744
AIR CYLINDER,결합,832.000,0.6239,0.3761
AIR CYLINDER,결합,837.000,0.6223,0.3777
AIR CYLINDER,결합,838.000,0.6190,0.3810
AIR CYLINDER,결합,839.000,0.6158,0.3842
AIR CYLINDER,결합,842.000,0.6142,0.3858
AIR CYLINDER,결합,843.000,0.6125,0.3875
AIR CYLINDER,결합,844.000,0.6109,0.3891
AIR CYLINDER,결합,846.000,0.6093,0.3907
AIR CYLINDER,결합,847.000,0.6076,0.3924
AIR CYLINDER,결합,848.000,0.6060,0.3940
AIR CYLINDER,결합,853.000,0.6028,0.3972
AIR CYLINDER,결합,857.000,0.6011,0.3989
AIR CYLINDER,결합,860.000,0.5995,0.4005
AIR CYLINDER,결합,865.000,0.5979,0.4021
AIR CYLINDER,결합,869.000,0.5962,0.4038
AIR CYLINDER,결합,871.000,0.5946,0.4054
AIR CYLINDER,결합,873.000,0.5930,0.4070
AIR CYLINDER,결합,879.000,0.5881,0.4119
AIR CYLINDER,결합,881.000,0.5816,0.4184
AIR CYLINDER,결합,885.000,0.5799,0.4201
AIR CYLINDER,결합,888.000,0.5767,0.4233
AIR CYLINDER,결합,889.000,0.5751,0.4249
AIR CYLINDER,결합,891.000,0.5734,0.4266
AIR CYLINDER,결합,893.000,0.5718,0.4282
AIR CYLINDER,결합,894.000,0.5702,0.4298
AIR CYLINDER,결합,895.000,0.5653,0.4347
AIR CYLINDER,결합,896.000,0.5637,0.4363
AIR CYLINDER,결합,900.000,0.5620,0.4380
AIR CYLINDER,결합,901.000,0.5599,0.4401
AIR CYLINDER,결합,902.000,0.5578,0.4422
AIR CYLINDER,결합,903.000,0.5537,0.4463
AIR CYLINDER,결합,905.000,0.5516,0.4484
AIR CYLINDER,결합,907.000,0.5495,0.4505
AIR CYLINDER,결합,908.000,0.5474,0.4526
AIR CYLINDER,결합,909.000,0.5453,0.4547
AIR CYLINDER,결합,912.000,0.5411,0.4589
AIR CYLINDER,결합,914.000,0.5390,0.4610
AIR CYLINDER,결합,917.000,0.5370,0.4630
AIR CYLINDER,결합,918.000,0.5307,0.4693
AIR CYLINDER,결합,919.000,0.5286,0.4714
AIR CYLINDER,결합,929.000,0.5265,0.4735
AIR CYLINDER,결합,931.000,0.5244,0.4756
